title,table_number,cell_number,level,total,white,black,aian,asian,nhopi,sor,two,hispanic,sex,start_age,end_age,median_age
6 years,P14,P0140030,block,missing,missing,missing,missing,missing,missing,missing,missing,missing,female,6,6,missing
7 years,P14,P0140031,block,missing,missing,missing,missing,missing,missing,missing,missing,missing,female,7,7,missing
8 years,P14,P0140032,block,missing,missing,missing,missing,missing,missing,missing,missing,missing,female,8,8,missing
9 years,P14,P0140033,block,missing,missing,missing,missing,missing,missing,missing,missing,missing,female,9,9,missing
10 years,P14,P0140034,block,missing,missing,missing,missing,missing,missing,missing,missing,missing,female,10,10,missing
11 years,P14,P0140035,block,missing,missing,missing,missing,missing,missing,missing,missing,missing,female,11,11,missing
12 years,P14,P0140036,block,missing,missing,missing,missing,missing,missing,missing,missing,missing,female,12,12,missing
13 years,P14,P0140037,block,missing,missing,missing,missing,missing,missing,missing,missing,missing,female,13,13,missing
14 years,P14,P0140038,block,missing,missing,missing,missing,missing,missing,missing,missing,missing,female,14,14,missing
15 years,P14,P0140039,block,missing,missing,missing,missing,missing,missing,missing,missing,missing,female,15,15,missing
16 years,P14,P0140040,block,missing,missing,missing,missing,missing,missing,missing,missing,missing,female,16,16,missing
17 years,P14,P0140041,block,missing,missing,missing,missing,missing,missing,missing,missing,missing,female,17,17,missing
18 years,P14,P0140042,block,missing,missing,missing,missing,missing,missing,missing,missing,missing,female,18,18,missing
19 years,P14,P0140043,block,missing,missing,missing,missing,missing,missing,missing,missing,missing,female,19,19,missing
Under 1 year,PCT12,PCT0120003,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,0,0,missing
1 year,PCT12,PCT0120004,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,1,1,missing
2 years,PCT12,PCT0120005,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,2,2,missing
3 years,PCT12,PCT0120006,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,3,3,missing
4 years,PCT12,PCT0120007,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,4,4,missing
5 years,PCT12,PCT0120008,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,5,5,missing
6 years,PCT12,PCT0120009,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,6,6,missing
7 years,PCT12,PCT0120010,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,7,7,missing
8 years,PCT12,PCT0120011,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,8,8,missing
9 years,PCT12,PCT0120012,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,9,9,missing
10 years,PCT12,PCT0120013,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,10,10,missing
11 years,PCT12,PCT0120014,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,11,11,missing
12 years,PCT12,PCT0120015,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,12,12,missing
13 years,PCT12,PCT0120016,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,13,13,missing
14 years,PCT12,PCT0120017,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,14,14,missing
15 years,PCT12,PCT0120018,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,15,15,missing
16 years,PCT12,PCT0120019,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,16,16,missing
17 years,PCT12,PCT0120020,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,17,17,missing
18 years,PCT12,PCT0120021,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,18,18,missing
19 years,PCT12,PCT0120022,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,19,19,missing
20 years,PCT12,PCT0120023,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,20,20,missing
21 years,PCT12,PCT0120024,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,21,21,missing
22 years,PCT12,PCT0120025,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,22,22,missing
23 years,PCT12,PCT0120026,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,23,23,missing
24 years,PCT12,PCT0120027,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,24,24,missing
25 years,PCT12,PCT0120028,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,25,25,missing
26 years,PCT12,PCT0120029,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,26,26,missing
27 years,PCT12,PCT0120030,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,27,27,missing
28 years,PCT12,PCT0120031,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,28,28,missing
29 years,PCT12,PCT0120032,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,29,29,missing
30 years,PCT12,PCT0120033,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,30,30,missing
31 years,PCT12,PCT0120034,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,31,31,missing
32 years,PCT12,PCT0120035,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,32,32,missing
33 years,PCT12,PCT0120036,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,33,33,missing
34 years,PCT12,PCT0120037,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,34,34,missing
35 years,PCT12,PCT0120038,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,35,35,missing
36 years,PCT12,PCT0120039,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,36,36,missing
37 years,PCT12,PCT0120040,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,37,37,missing
38 years,PCT12,PCT0120041,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,38,38,missing
39 years,PCT12,PCT0120042,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,39,39,missing
40 years,PCT12,PCT0120043,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,40,40,missing
41 years,PCT12,PCT0120044,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,41,41,missing
42 years,PCT12,PCT0120045,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,42,42,missing
43 years,PCT12,PCT0120046,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,43,43,missing
44 years,PCT12,PCT0120047,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,44,44,missing
45 years,PCT12,PCT0120048,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,45,45,missing
46 years,PCT12,PCT0120049,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,46,46,missing
47 years,PCT12,PCT0120050,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,47,47,missing
48 years,PCT12,PCT0120051,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,48,48,missing
49 years,PCT12,PCT0120052,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,49,49,missing
50 years,PCT12,PCT0120053,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,50,50,missing
51 years,PCT12,PCT0120054,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,51,51,missing
52 years,PCT12,PCT0120055,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,52,52,missing
53 years,PCT12,PCT0120056,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,53,53,missing
54 years,PCT12,PCT0120057,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,54,54,missing
55 years,PCT12,PCT0120058,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,55,55,missing
56 years,PCT12,PCT0120059,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,56,56,missing
57 years,PCT12,PCT0120060,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,57,57,missing
58 years,PCT12,PCT0120061,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,58,58,missing
59 years,PCT12,PCT0120062,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,59,59,missing
60 years,PCT12,PCT0120063,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,60,60,missing
61 years,PCT12,PCT0120064,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,61,61,missing
62 years,PCT12,PCT0120065,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,62,62,missing
63 years,PCT12,PCT0120066,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,63,63,missing
64 years,PCT12,PCT0120067,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,64,64,missing
65 years,PCT12,PCT0120068,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,65,65,missing
66 years,PCT12,PCT0120069,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,66,66,missing
67 years,PCT12,PCT0120070,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,67,67,missing
68 years,PCT12,PCT0120071,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,68,68,missing
69 years,PCT12,PCT0120072,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,69,69,missing
70 years,PCT12,PCT0120073,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,70,70,missing
71 years,PCT12,PCT0120074,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,71,71,missing
72 years,PCT12,PCT0120075,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,72,72,missing
73 years,PCT12,PCT0120076,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,73,73,missing
74 years,PCT12,PCT0120077,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,74,74,missing
75 years,PCT12,PCT0120078,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,75,75,missing
76 years,PCT12,PCT0120079,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,76,76,missing
77 years,PCT12,PCT0120080,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,77,77,missing
78 years,PCT12,PCT0120081,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,78,78,missing
79 years,PCT12,PCT0120082,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,79,79,missing
80 years,PCT12,PCT0120083,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,80,80,missing
81 years,PCT12,PCT0120084,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,81,81,missing
82 years,PCT12,PCT0120085,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,82,82,missing
83 years,PCT12,PCT0120086,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,83,83,missing
84 years,PCT12,PCT0120087,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,84,84,missing
85 years,PCT12,PCT0120088,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,85,85,missing
86 years,PCT12,PCT0120089,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,86,86,missing
87 years,PCT12,PCT0120090,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,87,87,missing
88 years,PCT12,PCT0120091,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,88,88,missing
89 years,PCT12,PCT0120092,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,89,89,missing
90 years,PCT12,PCT0120093,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,90,90,missing
91 years,PCT12,PCT0120094,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,91,91,missing
92 years,PCT12,PCT0120095,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,92,92,missing
93 years,PCT12,PCT0120096,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,93,93,missing
94 years,PCT12,PCT0120097,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,94,94,missing
95 years,PCT12,PCT0120098,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,95,95,missing
96 years,PCT12,PCT0120099,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,96,96,missing
97 years,PCT12,PCT0120100,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,97,97,missing
98 years,PCT12,PCT0120101,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,98,98,missing
99 years,PCT12,PCT0120102,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,99,99,missing
100 to 104 years,PCT12,PCT0120103,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,100,104,missing
105 to 109 years,PCT12,PCT0120104,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,105,109,missing
110 years and over,PCT12,PCT0120105,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,male,110,110,missing
Under 1 year,PCT12,PCT0120107,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,female,0,0,missing
1 year,PCT12,PCT0120108,tract,missing,missing,missing,missing,missing,missing,missing,missing,missing,female,1,1,missing
